7878978985555544444;Depósito;300;2022-07-03 21:03:01
7878978985555544444;Retiro;600;2022-07-03 21:03:01
7878978985555544444;Retiro;150;2022-07-03 21:07:26
7878978985555544444;Retiro;30;2022-07-03 21:07:26
7878978985555544444;Retiro;150;2022-07-03 21:15:16
7878978985555544444;Retiro;30;2022-07-03 21:15:32
787965656565455454;Retiro;800;2022-07-03 23:30:42
7878978985555544444;Transferencia a 787965656565455454;600;2022-07-03 23:31:24
787965656565455454;Depósito;500;2022-07-03 23:34:28
7878978985555544444;Depósito;3500;2022-07-03 23:57:22
7878978985555544444;Transferencia a 787965656565455454;2400;2022-07-03 23:59:18
7878978985555544444;Transferencia a 787965656565455454;300;2022-07-04 00:00:40
787965656565455454;Depósito;200;2022-07-04 00:01:26
7878978985555544444;Depósito;600;2022-07-04 09:16:51
7878978985555544444;Retiro;300;2022-07-04 09:17:26
7878978985555544444;Pago de servicio;300;2022-07-04 09:18:28
7878978985555544444;Transferencia a 787965656565455454;800;2022-07-04 09:19:12
7878978985555544444;Retiro;500;2022-07-04 09:36:11
7878978985555544444;Depósito;200;2022-07-04 09:36:24
7878978985555544444;Transferencia a 787965656565455454;300;2022-07-04 09:37:20
7878978985555544444;Pago de servicio;0;2022-07-04 09:40:10
7878978985555544444;Pago de servicio;200;2022-07-04 09:40:38
7878978985555544444;Depósito;400;2022-07-04 10:09:02
7878978985555544444;Retiro;350;2022-07-04 10:11:19
7878978985555544444;Transferencia a 787965656565455454;240;2022-07-04 10:12:17
7878978985555544444;Pago de servicio;100;2022-07-04 10:12:46
7878978985555544444;Depósito;2000;2022-07-04 10:38:18
7878978985555544444;Retiro;450;2022-07-04 10:38:38
7878978985555544444;Transferencia a 787965656565455454;200;2022-07-04 10:39:14
7878978985555544444;Pago de servicio;400;2022-07-04 10:41:31
7878978985555544444;Retiro;0;2022-07-04 13:04:02
7878978985555544444;Retiro;500;2022-07-04 13:04:10
7878978985555544444;Depósito;200;2022-07-04 13:04:27
7878978985555544444;Transferencia a 787965656565455454;300;2022-07-04 13:04:55
7878978985555544444;Retiro;0;2022-07-04 14:10:15
7878978985555544444;Retiro;200;2022-07-04 14:11:26
7878978985555544444;Depósito;2000;2022-07-04 14:12:58
7878978985555544444;Transferencia a 787965656565455454;600;2022-07-04 14:14:35
7878978985555544444;Pago de servicio;300;2022-07-04 14:15:27
